ID_NUMBER,ACTIVITY_LOCATION,YRMONTH,VIO_FLAG,SNC_FLAG
ALD041906173,AL,199202,Y,Y
ALD041906173,AL,199203,Y,Y
ALD041906173,AL,199204,Y,Y
ALD041906173,AL,199205,Y,Y
ALD044072320,AL,199910,Y,N
ALD044072320,AL,199911,Y,N
ALD044075109,AL,198409,Y,N
ALD044075109,AL,198410,Y,N
ALD044075109,AL,198411,Y,N
ALD044075109,AL,198412,Y,N
ALD044075109,AL,198607,Y,N
ALD044075109,AL,198608,Y,N
ALD044075109,AL,198609,Y,N
ALD044075109,AL,199102,Y,Y
ALD044075109,AL,199103,Y,Y
ALD044075109,AL,199104,Y,Y
ALD044075109,AL,199105,Y,Y
ALD044075109,AL,199106,Y,Y
ALD044075109,AL,199107,Y,Y
ALD044075109,AL,199108,Y,Y
ALD044075109,AL,199109,Y,Y
ALD044075109,AL,199110,Y,Y
ALD044075109,AL,199111,Y,Y
ALD044075109,AL,199112,Y,Y
ALD044075109,AL,199201,Y,Y
ALD044075109,AL,199202,Y,Y
ALD044075109,AL,199203,Y,Y
ALD044075109,AL,199204,Y,Y
ALD044075109,AL,199205,Y,Y
ALD044075109,AL,199206,Y,Y
ALD044075109,AL,199207,Y,Y
ALD044075109,AL,199208,Y,Y
ALD044075109,AL,199209,Y,Y
ALD044075109,AL,199210,Y,Y
ALD044075109,AL,199211,Y,Y
ALD044075109,AL,199212,Y,Y
ALD044075109,AL,199301,Y,Y
ALD044075109,AL,199302,Y,Y
ALD044075109,AL,199303,Y,Y
ALD044075109,AL,199304,Y,Y
ALD044075109,AL,199305,Y,Y
ALD044075109,AL,199306,Y,Y
ALD044075109,AL,199307,Y,Y
ALD044075109,AL,199308,Y,Y
ALD044075109,AL,199309,Y,Y
ALD044075109,AL,199310,Y,Y
ALD044075109,AL,199311,Y,Y
ALD044075109,AL,199312,Y,N
ALD044075109,AL,199606,Y,N
ALD044075109,AL,199607,Y,N
ALD044075109,AL,199608,Y,N
ALD044075109,AL,199609,Y,N
ALD044075539,AL,198712,Y,N
ALD044075539,AL,198801,Y,N
ALD044075539,AL,198802,Y,N
ALD044075539,AL,198803,Y,N
ALD044075539,AL,198911,Y,N
ALD044075539,AL,198912,Y,N
ALD044075539,AL,199001,Y,N
ALD044075539,AL,199002,Y,N
ALD044075539,AL,199003,Y,N
ALD044075539,AL,199004,Y,N
ALD044075539,AL,199005,Y,N
ALD044075539,AL,199006,Y,N
ALD044075539,AL,199007,Y,N
ALD044075539,AL,199008,Y,N
ALD044075919,AL,199703,Y,N
ALD044075919,AL,199704,Y,N
ALD044075919,AL,199705,Y,N
ALD044075919,AL,199706,Y,N
ALD044496263,AL,198807,Y,N
ALD044496263,AL,198808,Y,N
ALD044496966,AL,198705,Y,N
ALD044496966,AL,198706,Y,N
ALD044496966,AL,198707,Y,N
ALD044496966,AL,198808,Y,N
ALD044496966,AL,198809,Y,N
ALD044496966,AL,198810,Y,N
ALD044496966,AL,198811,Y,N
ALD044496966,AL,198812,Y,N
ALD044496966,AL,198901,Y,N
ALD044496966,AL,198902,Y,N
ALD044496966,AL,199102,Y,N
ALD044496966,AL,199103,Y,N
ALD044496966,AL,199104,Y,N
ALD044496966,AL,199105,Y,N
ALD044496966,AL,199108,Y,N
ALD044496966,AL,199109,Y,N
ALD044496966,AL,199404,Y,N
ALD044496966,AL,199405,Y,N
ALD044496966,AL,199411,Y,N
ALD044496966,AL,199412,Y,N
ALD044496966,AL,199501,Y,N
ALD044496966,AL,199704,Y,N
ALD044496966,AL,199705,Y,N
ALD044496966,AL,199806,Y,N
ALD044496966,AL,199807,Y,N
ALD044496966,AL,199808,Y,N
ALD044496966,AL,199809,Y,N
ALD044496966,AL,199908,Y,N
ALD044496966,AL,199909,Y,N
ALD044496966,AL,199910,Y,N
ALD044496966,AL,199911,Y,N
ALD044496966,AL,200106,Y,N
ALD044496966,AL,200107,Y,N
ALD044496966,AL,200703,Y,N
ALD044496966,AL,200704,Y,N
ALD044496966,AL,201202,Y,N
ALD044496966,AL,201608,Y,N
ALD044889624,AL,198708,Y,N
ALD044889624,AL,198709,Y,N
ALD044889624,AL,198710,Y,N
ALD044889624,AL,198711,Y,N
ALD044889624,AL,198712,Y,N
ALD044889624,AL,198801,Y,N
ALD044889624,AL,198802,Y,N
ALD044889624,AL,198803,Y,N
ALD044889624,AL,198804,Y,N
ALD020852422,AL,199105,Y,Y
ALD020852422,AL,199106,Y,Y
ALD020852422,AL,199107,Y,Y
ALD020852422,AL,199108,Y,Y
ALD020852422,AL,199109,Y,Y
ALD020852422,AL,199110,Y,Y
ALD020852422,AL,199111,Y,N
ALD020852422,AL,199112,Y,N
ALD020852422,AL,199201,Y,N
ALD020852422,AL,199202,Y,N
ALD020852422,AL,199203,Y,N
ALD020852422,AL,199204,Y,N
ALD020852422,AL,199205,Y,N
ALD020852422,AL,199206,Y,N
ALD020852422,AL,199207,Y,N
ALD020852422,AL,199208,Y,N
ALD020852422,AL,199209,Y,N
ALD020852422,AL,199210,Y,N
ALD020852422,AL,199211,Y,N
ALD020852422,AL,199212,Y,N
ALD020852422,AL,199403,Y,N
ALD020852422,AL,199404,Y,N
ALD020852422,AL,199503,Y,N
ALD020852422,AL,199504,Y,N
ALD020852422,AL,199701,Y,N
ALD020852422,AL,199902,Y,N
ALD020852422,AL,199903,Y,N
ALD020852422,AL,199904,Y,N
ALD020852422,AL,200104,Y,N
ALD020852422,AL,200105,Y,N
ALD020852422,AL,200106,Y,N
ALD020852422,AL,200512,Y,N
ALD020852422,AL,200601,Y,N
ALD020852422,AL,200602,Y,N
ALD020852422,AL,200603,Y,N
ALD020852422,AL,200604,Y,N
ALD020852422,AL,200605,Y,N
ALD020852422,AL,200606,Y,N
ALD020852422,AL,200611,Y,N
ALD020852422,AL,200612,Y,N
ALD020852422,AL,200701,Y,N
ALD020852422,AL,201104,Y,N
ALD020852422,AL,201105,Y,N
ALD020852422,AL,201106,Y,N
ALD020862413,AL,199402,Y,N
ALD020862413,AL,199403,Y,N
ALD020862413,AL,199404,Y,N
ALD020862413,AL,199405,Y,N
ALD020862413,AL,199406,Y,N
ALD020862413,AL,199407,Y,N
ALD020862413,AL,199408,Y,N
ALD021254503,AL,198812,Y,N
ALD021254503,AL,198901,Y,N
ALD021254503,AL,198902,Y,N
ALD021254503,AL,198903,Y,N
ALD021254503,AL,198904,Y,N
ALD021254503,AL,198905,Y,N
ALD021254503,AL,198906,Y,N
ALD021254503,AL,198907,Y,N
ALD021254503,AL,198908,Y,N
ALD021254503,AL,198909,Y,N
ALD021254503,AL,198910,Y,N
ALD021254503,AL,198911,Y,N
ALD021254503,AL,198912,Y,N
ALD021254503,AL,199001,Y,N
ALD021254503,AL,199002,Y,N
ALD021254503,AL,199003,Y,N
ALD021254503,AL,199004,Y,N
ALD021254503,AL,199005,Y,N
ALD021254503,AL,199006,Y,N
ALD021254503,AL,199007,Y,N
ALD021254503,AL,199008,Y,N
ALD021254503,AL,199009,Y,N
ALD021254503,AL,199010,Y,N
ALD021254503,AL,199011,Y,N
ALD021254503,AL,199012,Y,N
ALD021254503,AL,199101,Y,N
ALD021254503,AL,199102,Y,N
ALD021254503,AL,199103,Y,N
ALD021254503,AL,199104,Y,N
ALD021254503,AL,199105,Y,N
ALD021254503,AL,199106,Y,N
ALD021254503,AL,199107,Y,N
ALD021254503,AL,199108,Y,Y
ALD021254503,AL,199109,Y,Y
ALD021255088,AL,199201,Y,N
ALD021255088,AL,199202,Y,N
ALD021255088,AL,199203,Y,N
ALD021255088,AL,199204,Y,N
ALD021255088,AL,199205,Y,N
ALD021255088,AL,199206,Y,N
ALD021255088,AL,199207,Y,N
ALD021257357,AL,198601,Y,N
ALD021257357,AL,198602,Y,N
ALD021257357,AL,198603,Y,N
ALD021257357,AL,198604,Y,N
ALD021257357,AL,198605,Y,N
ALD021257357,AL,198606,Y,N
ALD021257357,AL,198607,Y,N
ALD021257357,AL,198608,Y,N
ALD021257357,AL,198609,Y,N
ALD021257357,AL,198610,Y,N
ALD021257357,AL,198611,Y,N
ALD021257357,AL,198612,Y,N
ALD021257357,AL,198701,Y,N
ALD021257357,AL,198702,Y,N
ALD021257357,AL,198703,Y,N
ALD021257357,AL,198704,Y,N
ALD021257357,AL,198705,Y,N
ALD021257357,AL,198706,Y,N
ALD021257357,AL,198707,Y,N
ALD021257357,AL,198708,Y,N
ALD021257357,AL,198709,Y,N
ALD021257357,AL,198710,Y,N
ALD021257357,AL,198711,Y,N
ALD021257357,AL,198712,Y,N
ALD021257357,AL,198801,Y,N
ALD021257357,AL,198802,Y,N
ALD021257357,AL,198803,Y,N
ALD021257357,AL,198804,Y,N
ALD021257357,AL,198805,Y,N
ALD021257357,AL,198806,Y,N
ALD021257357,AL,198807,Y,N
ALD021257357,AL,198808,Y,N
ALD021257357,AL,198809,Y,N
ALD021257357,AL,198810,Y,N
ALD021257357,AL,198811,Y,N
ALD021257357,AL,198812,Y,N
ALD021257357,AL,198901,Y,N
ALD021257357,AL,198902,Y,N
ALD021257357,AL,198903,Y,N
ALD021257357,AL,198904,Y,N
ALD021257357,AL,198905,Y,N
ALD021257357,AL,198906,Y,N
ALD021257357,AL,198907,Y,N
ALD021257357,AL,198908,Y,N
ALD021257357,AL,199003,Y,N
ALD021257357,AL,199004,Y,N
ALD021257357,AL,199005,Y,N
ALD021257357,AL,199006,Y,N
ALD021257357,AL,199007,Y,N
ALD021257357,AL,199008,Y,N
ALD021257357,AL,199009,Y,N
ALD021257357,AL,199010,Y,N
ALD021257357,AL,199011,Y,N
ALD021257357,AL,199012,Y,N
ALD021257357,AL,199101,Y,N
ALD021257357,AL,199207,Y,N
ALD021257357,AL,199208,Y,N
ALD021257357,AL,199209,Y,N
ALD021257357,AL,199210,Y,N
ALD021257357,AL,199211,Y,N
ALD021257357,AL,199212,Y,N
ALD021257357,AL,199301,Y,N
ALD021257357,AL,199302,Y,N
ALD021257357,AL,199303,Y,N
ALD021257357,AL,199304,Y,N
ALD021257357,AL,199711,Y,N
ALD021257357,AL,199712,Y,N
ALD021257357,AL,199801,Y,N
ALD021257357,AL,199802,Y,N
ALD021257357,AL,199803,Y,N
ALD021257357,AL,199901,Y,N
ALD021257357,AL,199902,Y,N
ALD021257357,AL,200509,Y,N
ALD021257357,AL,200510,Y,N
ALD021257357,AL,200511,Y,N
ALD021257357,AL,200512,Y,N
ALD021257357,AL,200601,Y,N
ALD021257357,AL,200602,Y,N
ALD021257357,AL,201503,Y,N
ALD021257357,AL,201504,Y,N
ALD021257357,AL,201505,Y,N
ALD021257357,AL,201506,Y,N
ALD021257753,AL,199507,Y,N
ALD021257753,AL,199508,Y,N
ALD021257951,AL,198608,Y,N
ALD021257951,AL,198609,Y,N
ALD021257951,AL,198610,Y,N
ALD021257951,AL,198611,Y,N
ALD021257951,AL,198612,Y,N
ALD021257951,AL,198701,Y,N
ALD021257951,AL,198702,Y,N
ALD021257951,AL,198703,Y,N
ALD021257951,AL,198704,Y,N
ALD021257951,AL,198705,Y,N
ALD021257951,AL,198706,Y,N
ALD021257951,AL,198707,Y,N
ALD021257951,AL,198708,Y,N
ALD021257951,AL,198709,Y,N
ALD021257951,AL,198710,Y,N
ALD021257951,AL,198711,Y,N
ALD021257951,AL,198712,Y,N
ALD021257951,AL,198801,Y,N
ALD021257951,AL,198802,Y,N
ALD021257951,AL,198803,Y,N
ALD021257951,AL,198804,Y,N
ALD021257951,AL,198805,Y,N
ALD021257951,AL,198806,Y,N
ALD021257951,AL,198807,Y,N
ALD021257951,AL,198808,Y,N
ALD021257951,AL,198809,Y,N
ALD021257951,AL,198903,Y,N
ALD021257951,AL,198904,Y,N
ALD021257951,AL,198905,Y,N
ALD021257951,AL,198906,Y,N
ALD021257951,AL,198907,Y,N
ALD021257951,AL,198908,Y,N
ALD021257951,AL,198909,Y,N
ALD021257951,AL,198910,Y,N
ALD021257951,AL,198911,Y,N
ALD021257951,AL,198912,Y,N
ALD021257951,AL,199001,Y,N
ALD021257951,AL,199002,Y,N
ALD021257951,AL,199003,Y,N
ALD021257951,AL,199004,Y,N
ALD021257951,AL,199005,Y,N
ALD021257951,AL,199006,Y,N
ALD021257951,AL,199007,Y,N
ALD021257951,AL,199008,Y,N
ALD021257951,AL,199012,Y,N
ALD021257951,AL,199101,Y,N
ALD021257951,AL,199102,Y,N
ALD021257951,AL,199103,Y,N
ALD021257951,AL,199104,Y,N
ALD021257951,AL,199105,Y,N
ALD055798037,AL,198704,Y,N
ALD055798037,AL,198705,Y,N
ALD055798037,AL,198706,Y,N
ALD055798037,AL,198707,Y,N
ALD055798037,AL,198708,Y,N
ALD055798037,AL,198709,Y,N
ALD055798037,AL,198710,Y,N
ALD055798037,AL,198711,Y,N
ALD055798037,AL,198712,Y,N
ALD055798037,AL,198801,Y,N
ALD055798037,AL,198802,Y,N
ALD055798037,AL,198803,Y,N
ALD055798037,AL,198804,Y,N
ALD055798037,AL,198805,Y,N
ALD055798037,AL,198806,Y,N
ALD055798037,AL,198807,Y,N
ALD055798037,AL,198808,Y,N
ALD055798037,AL,198809,Y,N
ALD055798037,AL,198810,Y,N
ALD055798037,AL,198811,Y,N
ALD055798037,AL,198812,Y,N
ALD055798037,AL,198901,Y,N
ALD055798037,AL,198902,Y,N
ALD055798037,AL,198903,Y,N
ALD055798037,AL,198904,Y,N
ALD055798037,AL,199302,Y,N
ALD055798037,AL,199303,Y,N
ALD055798037,AL,199304,Y,N
ALD055798037,AL,200205,Y,N
ALD055798037,AL,200206,Y,N
ALD055798037,AL,200207,Y,N
ALD055891337,AL,198901,Y,N
ALD055891337,AL,198902,Y,N
ALD055891337,AL,198903,Y,N
ALD055891337,AL,198904,Y,N
ALD055891337,AL,198905,Y,N
ALD055891337,AL,198906,Y,N
ALD055891337,AL,198907,Y,N
ALD055891337,AL,198908,Y,N
ALD055891337,AL,198909,Y,N
ALD055891337,AL,198910,Y,N
ALD055891337,AL,198911,Y,N
ALD055891337,AL,198912,Y,N
ALD055891337,AL,199001,Y,N
ALD055891337,AL,199711,Y,N
ALD055891337,AL,199712,Y,N
ALD055897565,AL,198911,Y,N
ALD055897565,AL,198912,Y,N
ALD055897565,AL,199001,Y,N
ALD055897565,AL,199002,Y,N
ALD055897565,AL,199003,Y,N
ALD055897565,AL,199004,Y,N
ALD055897565,AL,199005,Y,N
ALD055897565,AL,199006,Y,N
ALD055897565,AL,199007,Y,N
ALD055897565,AL,199008,Y,N
ALD055897565,AL,199009,Y,N
ALD055897565,AL,199010,Y,N
ALD055897565,AL,199011,Y,N
ALD055897565,AL,199012,Y,N
ALD055897565,AL,199101,Y,N
ALD055897565,AL,199102,Y,N
ALD055897565,AL,199103,Y,N
ALD055897565,AL,199104,Y,N
ALD055897565,AL,199105,Y,N
ALD055897565,AL,199106,Y,N
ALD055897565,AL,199107,Y,N
ALD055897565,AL,199108,Y,N
ALD055897565,AL,199109,Y,N
ALD055897565,AL,199110,Y,N
ALD055897565,AL,199111,Y,N
ALD055897565,AL,199112,Y,N
ALD055897565,AL,199201,Y,N
ALD055897565,AL,199202,Y,N
ALD055897565,AL,199203,Y,N
ALD055897565,AL,199204,Y,N
ALD055897565,AL,199205,Y,N
ALD055897565,AL,199206,Y,N
ALD055897565,AL,199207,Y,N
ALD055897565,AL,199311,Y,N
ALD055897565,AL,199312,Y,N
ALD055897565,AL,199401,Y,N
ALD055897565,AL,199402,Y,N
ALD055897565,AL,200907,Y,N
ALD055897565,AL,200908,Y,N
ALD055897565,AL,200909,Y,N
ALD055897565,AL,200910,Y,Y
ALD055897565,AL,200911,Y,Y
ALD055897565,AL,200912,Y,Y
ALD055897565,AL,201001,Y,Y
ALD055897565,AL,201002,Y,Y
ALD055897565,AL,201003,Y,Y
ALD055905624,AL,199806,Y,N
ALD055905624,AL,199807,Y,N
ALD055905624,AL,199808,Y,N
ALD055905624,AL,199809,Y,N
ALD055905624,AL,199810,Y,N
ALD055905624,AL,199811,Y,N
ALD055906002,AL,199008,Y,N
ALD055906002,AL,199009,Y,N
ALD055906002,AL,199010,Y,N
ALD055906002,AL,199011,Y,N
ALD055906002,AL,199207,Y,N
ALD055906002,AL,199208,Y,N
ALD055906002,AL,199209,Y,N
ALD055906002,AL,199210,Y,N
ALD055907711,AL,198802,Y,N
ALD055907711,AL,198803,Y,N
ALD055907711,AL,198804,Y,N
ALD055907711,AL,198805,Y,N
ALD055908586,AL,199509,Y,N
ALD055908586,AL,199510,Y,N
ALD055908586,AL,199511,Y,N
ALD055910178,AL,198310,Y,N
ALD055910178,AL,198311,Y,N
ALD055910178,AL,198312,Y,N
ALD055910178,AL,198401,Y,N
ALD055910178,AL,198402,Y,N
ALD055910178,AL,198403,Y,N
ALD055910178,AL,198404,Y,N
ALD055910178,AL,198405,Y,N
ALD055910178,AL,198406,Y,N
ALD055910178,AL,198407,Y,N
ALD055910178,AL,198408,Y,N
ALD055910178,AL,198409,Y,N
ALD055910178,AL,198410,Y,N
ALD055910178,AL,198411,Y,N
ALD055910178,AL,198412,Y,N
ALD055910178,AL,198501,Y,N
ALD055910178,AL,198502,Y,N
ALD055910178,AL,198503,Y,N
ALD055910178,AL,198504,Y,N
ALD055910178,AL,198505,Y,N
ALD055910178,AL,198506,Y,N
ALD055910178,AL,198507,Y,N
ALD055910178,AL,198508,Y,N
ALD055910178,AL,198509,Y,N
ALD055910178,AL,198510,Y,N
ALD055910178,AL,198511,Y,N
ALD055910178,AL,198512,Y,N
ALD055910178,AL,198601,Y,N
ALD055910178,AL,198602,Y,N
ALD055910178,AL,198603,Y,N
ALD055910178,AL,198604,Y,N
ALD055910178,AL,198605,Y,N
ALD055910178,AL,198606,Y,N
ALD055910178,AL,198607,Y,N
ALD055910178,AL,198608,Y,N
ALD055910178,AL,198609,Y,N
ALD055910178,AL,198610,Y,N
ALD055910178,AL,198611,Y,N
ALD055910178,AL,198612,Y,N
ALD055910178,AL,198701,Y,N
ALD055910178,AL,198702,Y,N
ALD055910178,AL,198703,Y,N
ALD055910178,AL,198704,Y,N
ALD055910178,AL,198705,Y,N
ALD055910178,AL,198706,Y,N
ALD055910178,AL,198707,Y,N
ALD055910178,AL,198708,Y,N
ALD055910178,AL,198709,Y,N
ALD055910178,AL,198710,Y,N
ALD055910178,AL,198711,Y,N
ALD055910178,AL,198712,Y,N
ALD055910178,AL,198801,Y,N
ALD056113756,AL,198901,Y,N
ALD056113756,AL,199111,Y,N
ALD056113756,AL,199112,Y,N
ALD056113756,AL,199201,Y,N
ALD056113756,AL,199405,Y,N
ALD056113756,AL,199406,Y,N
ALD056113756,AL,199508,Y,N
ALD056113756,AL,199509,Y,N
ALD056113756,AL,199804,Y,N
ALD056113756,AL,199805,Y,Y
ALD056113756,AL,199806,Y,Y
ALD056113756,AL,199807,Y,Y
ALD056113756,AL,199808,N,Y
ALD056113756,AL,199809,N,Y
ALD056113756,AL,199902,Y,N
ALD056113756,AL,200008,Y,N
ALD056113756,AL,200009,Y,N
ALD056113756,AL,200010,Y,N
ALD056113756,AL,200108,Y,N
ALD056113756,AL,200109,Y,N
ALD056113756,AL,200110,Y,N
ALD056113756,AL,201001,Y,N
ALD056113756,AL,201002,Y,N
ALD056113756,AL,201003,Y,N
ALD057202558,AL,198504,Y,N
ALD057202558,AL,198505,Y,N
ALD057202558,AL,198506,Y,N
ALD057202558,AL,198507,Y,N
ALD057202558,AL,198508,Y,N
ALD057202558,AL,198509,Y,N
ALD057202558,AL,198510,Y,N
ALD057202558,AL,198511,Y,N
ALD057202558,AL,198703,Y,N
ALD057202558,AL,198704,Y,N
ALD057202558,AL,198705,Y,N
ALD057202558,AL,198706,Y,N
ALD057202558,AL,198707,Y,N
ALD057202558,AL,198708,Y,N
ALD057202558,AL,198709,Y,N
ALD057202558,AL,198710,Y,N
ALD057202558,AL,198711,Y,N
ALD057202558,AL,198712,Y,N
ALD057202558,AL,198801,Y,N
ALD057202558,AL,198802,Y,N
ALD057202558,AL,198803,Y,N
ALD057202558,AL,198804,Y,N
ALD057202558,AL,198805,Y,N
ALD057202558,AL,198902,Y,N
ALD057202558,AL,198903,Y,N
ALD057202558,AL,198904,Y,N
ALD057202558,AL,199005,Y,N
ALD057202558,AL,199006,Y,N
ALD057202558,AL,199007,Y,N
ALD057202558,AL,199405,Y,N
ALD057202558,AL,199406,Y,N
ALD057202558,AL,199407,Y,N
ALD057202558,AL,199408,Y,N
ALD057202558,AL,199409,Y,N
ALD057202558,AL,199808,Y,N
ALD057202558,AL,199809,Y,N
ALD057202558,AL,200508,Y,N
ALD057202558,AL,200509,Y,N
ALD057202558,AL,200510,Y,N
ALD057202558,AL,201011,Y,N
ALD057202558,AL,201012,Y,N
ALD057202558,AL,201101,Y,N
ALD057202558,AL,201102,Y,N
ALD057202558,AL,201103,Y,Y
ALD057202558,AL,201104,Y,Y
ALD057202558,AL,201105,Y,Y
ALD057202558,AL,201106,Y,Y
ALD057202558,AL,201403,Y,N
ALD057202558,AL,201404,Y,N
ALD057203135,AL,199507,Y,N
ALD057203135,AL,199508,Y,N
ALD057203135,AL,199509,Y,N
ALD057203135,AL,199510,Y,N
ALD057203135,AL,200209,Y,N
ALD057203135,AL,200210,Y,N
ALD057207417,AL,198902,Y,N
ALD057207417,AL,198903,Y,N
ALD057207417,AL,198904,Y,N
ALD057207417,AL,199306,Y,N
ALD057207417,AL,199307,Y,N
ALD057207417,AL,199308,Y,N
ALD057207417,AL,199709,Y,N
ALD057207417,AL,199710,Y,N
ALD057207417,AL,199711,Y,N
ALD057207417,AL,199712,Y,N
ALD057207417,AL,199801,Y,N
ALD057207417,AL,199802,Y,N
ALD057207417,AL,199803,Y,N
ALD057207417,AL,199804,Y,N
ALD057207417,AL,199805,Y,N
ALD057207417,AL,199806,Y,N
ALD057207417,AL,199810,Y,N
ALD057207417,AL,199811,Y,N
ALD057208712,AL,199106,Y,N
ALD057208712,AL,199107,Y,N
ALD057208712,AL,199108,Y,N
ALD057208712,AL,199109,Y,N
ALD057208712,AL,199302,Y,N
ALD057208712,AL,199303,Y,N
ALD057208712,AL,199310,Y,N
ALD057208712,AL,199311,Y,N
ALD057208712,AL,199312,Y,N
ALD057208712,AL,199401,Y,N
ALD057208712,AL,199403,Y,N
ALD057208712,AL,199404,Y,N
ALD057208712,AL,199405,Y,N
ALD057208712,AL,199912,Y,N
ALD057208712,AL,200001,Y,N
ALD057208712,AL,200409,Y,N
ALD057208712,AL,201107,Y,N
ALD057208712,AL,201108,Y,N
ALD057208712,AL,201109,Y,N
ALD057208712,AL,201110,Y,N
ALD057211823,AL,199405,Y,N
ALD057211823,AL,199406,Y,N
ALD057211823,AL,199601,Y,N
ALD057211823,AL,199602,Y,N
ALD057211823,AL,199603,Y,N
ALD057211823,AL,199604,Y,N
ALD057213811,AL,198402,Y,N
ALD057213811,AL,198403,Y,N
ALD057213811,AL,198404,Y,N
ALD057213811,AL,198405,Y,N
ALD057213811,AL,198406,Y,N
ALD057213811,AL,198407,Y,N
ALD057213811,AL,198408,Y,N
ALD057213811,AL,198409,Y,N
ALD057213811,AL,198410,Y,N
ALD057213811,AL,198411,Y,N
ALD057213811,AL,198412,Y,N
ALD057213811,AL,198501,Y,N
ALD057213811,AL,198502,Y,N
ALD057213811,AL,198503,Y,N
ALD057213811,AL,198504,Y,N
ALD057213811,AL,198505,Y,N
ALD057213811,AL,198506,Y,N
ALD057213811,AL,198507,Y,N
ALD057213811,AL,198508,Y,N
ALD057213811,AL,198509,Y,N
ALD057213811,AL,198510,Y,N
ALD057213811,AL,198511,Y,N
ALD057213811,AL,198512,Y,N
ALD057213811,AL,198601,Y,N
ALD057213811,AL,198602,Y,N
ALD057213811,AL,198603,Y,N
ALD057213811,AL,198604,Y,N
ALD057213811,AL,198605,Y,N
ALD057213811,AL,198606,Y,N
ALD057213811,AL,198607,Y,N
ALD057213811,AL,198608,Y,N
ALD057213811,AL,198609,Y,N
ALD057213811,AL,198610,Y,N
ALD057213811,AL,198611,Y,N
ALD057213811,AL,198612,Y,N
ALD057213811,AL,198701,Y,N
ALD057213811,AL,198702,Y,N
ALD057213811,AL,198703,Y,N
ALD057213811,AL,198704,Y,N
ALD057213811,AL,198705,Y,N
ALD057213811,AL,198706,Y,N
ALD057213811,AL,198707,Y,N
ALD057213811,AL,198708,Y,N
ALD057213811,AL,198709,Y,N
ALD057213811,AL,198710,Y,N
ALD057213811,AL,198711,Y,N
ALD057213811,AL,198712,Y,N
ALD057213811,AL,198801,Y,N
ALD057213811,AL,198802,Y,N
ALD057213811,AL,198803,Y,N
ALD057213811,AL,198804,Y,N
ALD057213811,AL,198805,Y,N
ALD057213811,AL,198806,Y,N
ALD057213811,AL,198807,Y,N
ALD057213811,AL,198808,Y,N
ALD057213811,AL,198809,Y,N
ALD057213811,AL,198810,Y,N
ALD057213811,AL,198811,Y,N
ALD057213811,AL,198812,Y,N
ALD057213811,AL,198901,Y,N
ALD057213811,AL,198902,Y,N
ALD057213811,AL,198903,Y,N
ALD057213811,AL,198904,Y,N
ALD057213811,AL,198905,Y,N
ALD057213811,AL,198906,Y,N
ALD057213811,AL,198907,Y,N
ALD057213811,AL,198908,Y,N
ALD057213811,AL,198909,Y,N
ALD057213811,AL,198910,Y,N
ALD057213811,AL,198911,Y,N
ALD057213811,AL,198912,Y,N
ALD057213811,AL,199001,Y,N
ALD057213811,AL,199002,Y,N
ALD057213811,AL,199003,Y,N
ALD057213811,AL,199004,Y,N
ALD057213811,AL,199005,Y,N
ALD057213811,AL,199006,Y,N
ALD057213811,AL,199007,Y,N
ALD057213811,AL,199101,Y,N
ALD057213811,AL,199102,Y,N
ALD057213811,AL,199103,Y,N
ALD057213811,AL,199104,Y,N
ALD057213811,AL,199112,Y,N
ALD057213811,AL,199201,Y,N
ALD057213811,AL,199202,Y,N
ALD057213811,AL,199203,Y,N
ALD057213811,AL,199204,Y,N
ALD057213811,AL,199408,Y,N
ALD057213811,AL,199409,Y,N
ALD057213811,AL,199410,Y,N
ALD057213811,AL,199411,Y,N
ALD057213811,AL,199412,Y,N
ALD057213811,AL,199504,Y,N
ALD057213811,AL,199505,Y,N
ALD057213811,AL,199506,Y,N
ALD057213811,AL,199507,Y,N
ALD057213811,AL,199508,Y,N
ALD057213811,AL,199509,Y,N
ALD057213811,AL,199510,Y,N
ALD057213811,AL,199511,Y,N
ALD057213811,AL,199512,Y,N
ALD057213811,AL,199601,Y,N
ALD057213811,AL,199602,Y,N
ALD057213811,AL,199611,Y,N
ALD057213811,AL,199612,Y,N
ALD057213811,AL,199701,Y,N
ALD057213811,AL,199805,Y,N
ALD057213811,AL,199806,Y,N
ALD057213811,AL,199902,Y,Y
ALD057213811,AL,199903,Y,Y
ALD057213811,AL,199904,Y,Y
ALD057213811,AL,199905,Y,Y
ALD057213811,AL,199906,Y,Y
ALD057213811,AL,199907,Y,Y
ALD057213811,AL,199908,Y,Y
ALD057213811,AL,199909,Y,Y
ALD057213811,AL,199910,Y,Y
ALD057213811,AL,199911,Y,Y
ALD057213811,AL,199912,Y,Y
ALD057213811,AL,200001,Y,Y
ALD057213811,AL,200002,Y,Y
ALD057213811,AL,200003,Y,Y
ALD057213811,AL,200004,Y,Y
ALD057213811,AL,200005,Y,Y
ALD057213811,AL,200006,Y,Y
ALD057213811,AL,200007,Y,Y
ALD057213811,AL,200008,Y,Y
ALD057213811,AL,200009,Y,Y
ALD057213811,AL,200010,Y,Y
ALD057213811,AL,200011,Y,Y
ALD057213811,AL,200012,Y,Y
ALD057213811,AL,200101,Y,Y
ALD057213811,AL,200102,Y,Y
ALD057213811,AL,200103,Y,Y
ALD057213811,AL,200104,Y,Y
ALD057213811,AL,200105,Y,Y
ALD057213811,AL,200106,Y,Y
ALD057213811,AL,200107,Y,Y
